GeneMark.hmm PROKARYOTIC (Version 3.4.4)
Date: Sun Jan 24 19:41:29 2016
Sequence file name: /storage2/gena/GMS2/new/benchmark/Halobacterium_salinarum_R1_uid61571/GMS2_auto/../NC_010364.fna
Model file name: itr_9.rbs.notfirst.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: gi|169235049|ref|NC_010364.1| Halobacterium salinarum R1, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class     RBS      RBS
  592        -      550295      550981          687        1       86 102.9625
  593        +      551090      551536          447        1      -88 103.7175
  594        -      551547      553529         1983        1       69 392.3925
  595        -      553516      554844         1329        1      104 264.6301
  596        -      554835      557105         2271        1       55 460.8217
  597        -      557102      559159         2058        1       72 390.5884
  598        +      559503      560222          720        1     -122  90.5098
  599        +      560297      560611          315        1      -93  33.3691
  600        -      560651      561595          945        1      -55 162.6914
  601        -      561677      562855         1179        1      -70 174.7304
  602        -      562889      563545          657        1       98 133.4208
  603        +      563739      564317          579        1       21 118.8159
  604        +      564526      565044          519        1       36 103.3027
  605        +      565044      565715          672        1       40 121.1526
  606        +      565712      566437          726        1      -57  95.4204
  607        +      566472      567167          696        1      -63 116.4353
  608        -      567177      567290          114        1        3   0.2967
  609        +      567396      568022          627        1       88  81.2009
  610        +      568113      569189         1077        1       37 182.7385
  611        -      569199      569369          171        1       38  20.9552
  612        +      569478      570506         1029        1      115 202.7025
  613        +      570567      570752          186        1      -65  18.2241
  614        +      570793      571017          225        1     -102  30.1852
  615        +      571063      571473          411        1      -86  73.9091
  616        -      571726      573237         1512        1       66 335.6103
  617        -      573313      574161          849        1      -35 168.5428
  618        +      574321      575460         1140        1      105 243.7835
  619        -      575480      575920          441        1      -68  93.9695
  620        -      575917      576402          486        1      -98  87.0247
  621        +      576510      578402         1893        1      -11 386.1065
  622        -      578399      579943         1545        1      112 243.8391
  623        -      579976      581277         1302        1      -91 269.5025
  624        -      581330      582007          678        1      127 102.3598
  625        +      582104      582553          450        1      -46  60.4186
  626        -      582614      583234          621        1       79  95.0541
  627        -      583231      583476          246        1       60  30.9020
  628        -      583473      584576         1104        1     -117 120.6164
  629        -      584581      585039          459        1       85  67.8813
  630        -      585635      588004         2370        1      -17 505.2386
  631        -      588001      589140         1140        1       91 182.5569
  632        +      589569      590018          450        1      -18  64.7099
  633        +      590153      591370         1218        1       60 262.5358
  634        +      591430      592698         1269        1       64 219.6500
  635        +      592762      593463          702        1      111  86.1571
  636        +      593460      594056          597        1       41  67.7435
  637        -      594311      594550          240        1     -123  44.2311
  638        +      594808      595620          813        1      109 167.3248
  639        -      595646      597982         2337        1      -26 419.2613
  640        -      598138      599499         1362        1      -36 245.8680
  641        +      599612      600169          558        1       40  74.9658
  642        -      600170      600493          324        1      -72  34.4315
  643        +      600784      603234         2451        1      -68 442.4319
  644        +      603231      604481         1251        1       89 238.0111
  645        -      604501      605133          633        1      -37  96.3733
  646        +      605270      606280         1011        1       74 178.8470
  647        +      606474      608114         1641        1       -5 292.8993
  648        +      608207      609925         1719        1      -63 304.9502
  649        +      609922      611607         1686        1      119 318.1409
  650        -      611861      612514          654        1      -83 110.2480
  651        -      612511      614646         2136        1       -1 345.2627
  652        -      614643      616295         1653        1      115 311.6017
  653        -      616359      617060          702        1      108  64.5541
  654        -      617140      617586          447        1      127  64.3274
  655        +      617732      618406          675        1       -9  96.5133
  656        +      618487      618726          240        1      -18  34.3132
  657        +      618719      621232         2514        1      -44 387.6631
  658        +      621229      622017          789        1      -94 110.9588
  659        +      622017      623324         1308        1      -74 205.3415
  660        +      623321      623899          579        1      -53  80.2366
  661        +      624014      624862          849        1      127 122.1185
  662        -      624874      625236          363        1       97  44.7661
  663        +      625585      626349          765        1      -88  35.2533
  664        +      626358      626570          213        1      -82   0.3692
  665        +      628097      628474          378        1      115  13.7082
  666        +      628467      629540         1074        1      -21 100.6537
  667        -      629804      630124          321        1      127  11.1010
  668        -      630183      630866          684        1       91  75.5366
  669        -      630947      631756          810        1      -40 137.6134
  670        +      631892      633367         1476        1       72 148.1250
  671        -      633392      634297          906        1      -58 161.2319
  672        -      634346      635689         1344        1       51 331.2358
  673        -      635782      636618          837        1      -43 159.5649
  674        +      636701      637351          651        1       16 106.8580
  675        -      637360      637758          399        1       78  69.7316
  676        +      637866      638900         1035        1     -100 200.6188
  677        +      638949      639569          621        1      -35  95.7617
  678        -      639560      641356         1797        1       89 304.5987
  679        +      641456      641740          285        1      -93  58.7109
  680        -      641747      642568          822        1       23 178.8843
  681        +      642641      643111          471        1       73  66.0492
  682        +      643164      643301          138        1       77  15.6598
  683        -      643309      645411         2103        1       47 408.2029
  684        +      645527      646210          684        1     -118 119.1771
  685        +      646210      647292         1083        1       54 195.5593
  686        -      647308      647781          474        1      120  82.1502
  687        -      647814      648800          987        1      107 131.0066
  688        +      648961      649236          276        1       -9  65.5343
  689        +      649236      650507         1272        1       11 258.8536
  690        -      650515      650982          468        1       -9  80.0722
  691        +      651085      652599         1515        1       62 278.7175
  692        +      652596      653204          609        1       39 102.1144
  693        +      653262      654257          996        1      -62 204.8363
  694        -      654343      654882          540        1       47  96.1453
  695        -      654923      655288          366        1      -54  68.1896
  696        +      655523      656254          732        1     -107 126.9413
  697        +      656396      658081         1686        1        2 341.8897
  698        +      658136      658909          774        1      -53 125.2980
  699        +      658975      659769          795        1       24 109.6657
  700        -      659720      660820         1101        1       96 213.5310
  701        -      660817      663231         2415        1      -56 472.8592
  702        +      663373      665286         1914        1       65 338.3022
  703        +      665288      667762         2475        1      -67 532.1669
  704        +      667951      668484          534        1       35  81.6695
  705        +      668530      669699         1170        1      102 221.4909
  706        +      669742      669897          156        1       31   7.4746
  707        +      669894      670418          525        1      -76  82.1990
  708        -      670415      671236          822        1       16 159.1356
  709        -      671290      671694          405        1      -39  80.0110
  710        -      671745      672830         1086        1       72 201.7536
  711        -      672823      674046         1224        1        7 201.6212
  712        -      674043      675563         1521        1       -3 294.0688
  713        -      675588      676637         1050        1       35 175.3332
  714        -      676740      678122         1383        1       -9 275.2116
  715        -      678168      678647          480        1        1  97.7241
  716        +      678821      678967          147        1     -100  11.2452
  717        +      678960      680630         1671        1       38 312.4812
  718        +      680620      681141          522        1      -98  84.1137
  719        +      681211      681483          273        1      -18  25.9336
  720        +      681503      682918         1416        1       19 222.2019
  721        -      682888      683988         1101        1      -32 177.4343
  722        +      684102      685337         1236        1       60 186.2920
  723        -      685343      687640         2298        1       32 426.7917
  724        -      687630      688244          615        1     -127  98.5201
  725        +      688360      689049          690        1      -33 152.7014
  726        -      689018      691084         2067        1     -110 319.2588
  727        -      691084      692217         1134        1        4 205.3989
  728        -      692210      693823         1614        1       75 264.4719
  729        -      693826      694977         1152        1      -50 154.7757
  730        -      695074      696222         1149        1      -87 222.8499
  731        -      696291      697010          720        1      -68 104.4889
  732        -      697007      698542         1536        1      -68 232.4598
  733        +      698659      699675         1017        1       24 159.7747
  734        +      699753      700904         1152        1       92 211.2397
  735        +      700901      701293          393        1      -39  60.0259
  736        -      701310      702410         1101        1      -46 212.6017
  737        -      702537      702710          174        1       -3  30.4193
  738        -      702765      703406          642        1      -75 131.8680
  739        -      703546      704331          786        1       88 154.7868
  740        +      704427      705869         1443        1     -100 291.3093
  741        -      705882      706682          801        1     -126 139.4519
  742        +      706932      709034         2103        1      107 441.2219
  743        +      709031      710095         1065        1     -100 203.4912
  744        -      710108      710506          399        1      120  57.2549
  745        +      710594      710941          348        1      -76  43.0457
  746        +      711010      711291          282        1       87  27.6861
  747        -      711293      712264          972        1       86 147.0610
  748        -      712309      714054         1746        1       79 272.1503
  749        -      714061      715950         1890        1      -73 317.6850
  750        -      715962      716732          771        1      -53 102.5747
  751        -      716729      717184          456        1     -118  36.2273
  752        -      717185      717622          438        1       71  44.9313
  753        -      717606      719120         1515        1       30 250.6006
  754        -      719225      719695          471        1       88  54.9890
  755        -      719692      721602         1911        1      -48 309.6611
  756        -      721658      721897          240        1      -13   6.1304
  757        +      722062      722643          582        1     -124  82.9132
  758        +      722655      723245          591        1      -47  55.6708
  759        +      723257      723838          582        1       39  89.1634
  760        +      723908      725128         1221        1      -78 158.6840
  761        +      725272      726144          873        1       16 124.4170
  762        -      726173      726967          795        1      -63 144.5445
  763        -      727103      727909          807        1      113 141.2759
  764        -      727906      728373          468        1       66  53.0458
  765        -      728370      729509         1140        1      -77 212.3289
  766        -      729511      730089          579        1       -5  97.6982
  767        -      730101      732107         2007        1      -41 405.4202
  768        -      732109      733152         1044        1      -17 172.8654
  769        -      733149      733511          363        1       80  52.5841
  770        -      733558      734097          540        1     -100  95.2916
  771        -      734159      734752          594        1       50  94.8887
  772        +      734869      735774          906        1     -120 126.0952
  773        +      735911      737026         1116        1      -97 176.7099
  774        +      737106      737396          291        1       73  55.0363
  775        -      737414      738868         1455        1       61 265.6644
  776        +      739655      741661         2007        1       65  59.3158
  777        +      741757      742923         1167        1      116  88.3238
  778        -      743560      743763          204        1       92  11.6310
  779        +      743933      744460          528        1       -9  34.7979
  780        +      744711      745877         1167        1       -2  88.5740
  781        +      746595      746909          315        1       89   0.3396
  782        -      747510      748532         1023        1        0  30.4054
  783        +      749061      749234          174        1      -10   2.8316
  784        -      749726      750166          441        1      102  11.9936
  785        -      750460      751170          711        1       75   9.1079
  786        +      751516      752328          813        1     -112  35.0479
  787        -      752372      752653          282        1       25   7.9442
  788        +      752885      753073          189        1      -22   8.9413
  789        +      753202      755007         1806        1       44 286.3931
  790        +      755129      757132         2004        1      -85 382.4113
  791        -      757139      758149         1011        1     -113 186.7317
  792        -      758295      758537          243        1       26  17.9718
  793        +      758915      759115          201        1      116  36.6076
  794        +      759123      759332          210        1       69  19.3338
  795        -      759475      760974         1500        1     -102 303.9934
  796        +      761485      762402          918        1      127 172.4722
  797        +      762485      762709          225        1      109  28.1399
  798        -      762714      762926          213        1       55  42.3729
  799        +      763443      764066          624        1       37   7.7956
  800        +      764070      764183          114        1     -102   3.7415
  801        -      764201      764752          552        1       90   8.1716
  802        +      765349      765939          591        1     -104  74.9279
  803        +      765951      766535          585        1      -19  86.6606
  804        +      766725      767492          768        1      -10 135.4056
  805        +      767549      767794          246        1       48  47.5808
  806        -      767791      769062         1272        1       46 243.5723
  807        +      769099      770442         1344        1       65 181.5165
  808        -      770435      770809          375        1       -1  52.8242
  809        -      770846      771949         1104        1      125 183.7388
  810        +      772040      774037         1998        1      -72 295.6314
  811        +      774034      774885          852        1     -123 100.5832
  812        +      774923      775684          762        1        3 117.9659
  813        +      775689      776705         1017        1       -2 211.3593
  814        +      776702      777109          408        1      -14  78.5581
  815        +      777106      777951          846        1     -125 150.7196
  816        +      777961      778515          555        1      -35  92.3664
  817        -      778519      779163          645        1      -93 125.7028
  818        -      779210      779749          540        1      -21  80.4377
  819        -      779792      780391          600        1      112  98.7392
  820        -      780388      780897          510        1      109  93.6512
  821        -      780894      781994         1101        1      -73 212.8387
  822        +      782092      782520          429        1        2  62.3563
  823        -      782588      784177         1590        1       60 238.3818
  824        -      784174      784692          519        1       67  82.6961
  825        -      784749      785492          744        1       96 112.8324
  826        +      785596      786318          723        1      -83 152.8994
  827        +      786472      787014          543        1       29  20.3121
  828        +      787281      787676          396        1       72  88.9166
  829        +      787766      788218          453        1       41  67.0184
  830        -      788232      788378          147        1      -90  23.6263
  831        +      788455      788748          294        1      -34  52.3201
  832        -      788762      790042         1281        1       38 231.0733
  833        -      790115      790465          351        1      -54  40.6854
  834        +      790672      791358          687        1      126 143.3734
  835        -      791372      792289          918        1      -18 129.0854
  836        +      792404      793831         1428        1       72  99.7892
  837        +      793924      794646          723        1       53  76.1342
  838        +      794710      795690          981        1       74  43.4011
  839        -      795715      797073         1359        1      -98 100.0270
  840        +      797297      798415         1119        1      100  43.1831
  841        -      798488      799684         1197        1      -45  68.7941
  842        +      799914      800699          786        1      -98  46.4860
  843        +      800820      801719          900        1       39  42.6149
  844        -      801734      802750         1017        1      -54  42.3382
  845        -      803141      804481         1341        1     -119 110.3341
  846        +      804610      805371          762        1      -12  21.7459
  847        +      805409      806269          861        1       19  61.8258
  848        -      806259      807197          939        1       45 160.1263
  849        +      807306      810569         3264        1     -128 470.7013
  850        +      810572      811513          942        1       65 162.1330
  851        -      811534      812745         1212        1      -41 219.0421
  852        -      812830      813186          357        1     -114  71.1697
  853        -      813234      814715         1482        1     -122 264.9656
  854        -      814708      815703          996        1       96 167.1426
  855        -      815700      816635          936        1        3 168.9044
  856        -      816692      818326         1635        1      -94 284.1773
  857        -      818498      819412          915        1      -33 181.2014
  858        -      819485      821239         1755        1        3 322.4475
  859        -      821236      822561         1326        1       47 237.3735
  860        -      822607      823203          597        1      -78 112.6584
  861        +      823366      823584          219        1       60  27.8736
  862        +      823640      823918          279        1       79  49.7384
  863        +      823999      825942         1944        1      -83 331.8371
  864        -      825961      826233          273        1     -126  37.4997
  865        +      826470      827792         1323        1       95 285.6176
  866        +      827843      828046          204        1      -67  37.0957
  867        +      828088      828648          561        1      -84 100.7618
  868        -      828655      829755         1101        1       65 218.3189
  869        -      829755      830633          879        1      -73 164.6337
  870        +      830745      831908         1164        1       16 142.5724
  871        -      831916      832215          300        1      -32  33.3868
  872        -      832212      832556          345        1       56  44.7180
  873        +      832746      834230         1485        1      -35 311.0479
  874        +      834289      835125          837        1      -21 148.6845
  875        +      835118      835669          552        1       37  88.4908
  876        -      835679      836923         1245        1       69 185.4905
  877        -      837044      837388          345        1       23  76.6883
  878        -      837394      838452         1059        1       66 188.9040
  879        -      838454      839092          639        1      -65  75.7002
  880        -      839293      839784          492        1      117 103.4721
  881        -      839855      840061          207        1     -119  31.3772
  882        +      840162      841274         1113        1      -48 201.9797
  883        +      841278      841688          411        1       54  54.2145
  884        +      841738      842523          786        1       -3 164.5188
  885        +      842639      843013          375        1     -123  34.6475
  886        -      843015      843797          783        1       32 159.5761
  887        +      843885      844868          984        1      100 212.3250
  888        +      845130      845354          225        1       67  26.8296
  889        -      845407      845883          477        1       71  69.4107
  890        +      846002      847150         1149        1      -84 173.6305
  891        -      847143      847571          429        1      -39  57.3805
  892        -      847708      848646          939        1       17 139.5899
  893        -      848649      850535         1887        1      115 363.9661
  894        -      850676      850900          225        1      -35  41.9805
  895        -      850897      851928         1032        1      -28 180.2403
  896        +      852264      852779          516        1       27  60.1752
  897        +      852779      853291          513        1       32  84.3891
  898        +      853298      853681          384        1       37  49.2518
  899        +      853685      854431          747        1      -86 115.9425
  900        +      854683      855036          354        1     -115  23.6723
  901        +      855033      855470          438        1      -16  72.0617
  902        +      855515      855862          348        1      -49  57.9770
  903        +      855875      856075          201        1       55  18.0031
  904        +      856078      856260          183        1        5  24.7156
  905        +      856262      857458         1197        1      -72 201.3980
  906        +      857455      858204          750        1      102 125.1123
  907        -      858271      859086          816        1      -35 140.4630
  908        +      859199      860191          993        1       50 184.5805
  909        +      860188      860925          738        1       10 135.4455
  910        +      861144      862490         1347        1      -50 248.0740
  911        +      862490      863533         1044        1       17 201.6981
  912        +      863615      863833          219        1      107  13.7482
  913        +      863949      865709         1761        1      -63 330.5820
  914        -      865723      866196          474        1      -98  78.3733
  915        -      866222      868453         2232        1      121 423.7305
  916        +      868656      869018          363        1       37  58.2944
  917        +      869025      869249          225        1     -108  16.9281
  918        +      869249      869437          189        1      118  19.5318
  919        +      869434      869919          486        1       49 103.4445
  920        -      869967      870914          948        1       17 176.1762
  921        -      870971      871546          576        1     -124 112.6090
  922        -      871539      872615         1077        1      -75 156.9656
  923        -      872612      873460          849        1        3 161.9538
  924        -      873498      874091          594        1      116 102.2285
  925        -      874133      874492          360        1        5  67.4636
  926        -      874492      874791          300        1       52  30.1000
  927        -      874922      875074          153        1       82   8.4751
  928        +      875184      876365         1182        1      -86 237.4563
  929        -      876435      876701          267        1      -86  56.4838
  930        -      876704      876877          174        1       90   3.7891
  931        -      876956      878782         1827        1      -50 335.1744
  932        +      878900      879733          834        1       43 162.8436
  933        +      879730      880362          633        1      103 104.9375
  934        -      880376      880606          231        1      -19  34.6310
  935        -      880606      881196          591        1       56 110.5165
  936        +      881315      881848          534        1     -101  80.1308
  937        +      881901      882515          615        1      -26  84.5614
  938        +      882592      883080          489        1     -105  62.8178
  939        -      883114      884319         1206        1      106 219.3993
  940        -      884316      884567          252        1       97  30.2292
  941        +      884692      885780         1089        1      -54 129.1357
  942        +      885912      887051         1140        1     -115 176.6813
  943        +      887058      887675          618        1       11 104.3034
  944        -      887696      888151          456        1       99  75.2700
  945        -      888244      888846          603        1       25 123.0627
  946        +      888985      890130         1146        1     -115 234.7941
  947        -      890143      891387         1245        1        6 225.4234
  948        -      891511      891720          210        1       87  35.1613
  949        -      891757      892110          354        1      -37  71.3871
  950        -      892149      892613          465        1      -44  92.7227
  951        -      892692      894068         1377        1     -125 270.9848
  952        +      894205      894411          207        1      -15  23.7801
  953        -      894427      895062          636        1      101 126.3073
  954        -      895065      895763          699        1       35 111.2585
  955        -      895807      897057         1251        1       52 258.9834
  956        -      897162      898457         1296        1      -92 241.7988
  957        -      898523      898963          441        1      -91  57.0843
  958        -      899016      899648          633        1       73 100.1893
  959        +      899732      901498         1767        1     -120 333.7881
  960        +      901498      902418          921        1      111 176.2513
  961        +      902415      903668         1254        1        0 243.2087
  962        +      903665      905242         1578        1      -26 272.0821
  963        +      905558      906310          753        1       79 144.2577
  964        +      906968      908098         1131        1      -53  58.7845
  965        -      908382      908864          483        1       79  59.7026
  966        -      908861      910057         1197        1       -7 235.4729
  967        -      910160      910768          609        1      -62  88.1787
  968        +      910908      911585          678        1       51 125.2713
  969        -      911643      911966          324        1      107  60.6054
  970        +      912658      913851         1194        1       -2 234.4490
  971        -      914004      914765          762        1       89 120.3501
  972        +      914854      915054          201        1     -100  19.5962
  973        -      915068      915700          633        1       -6 106.4332
  974        +      915875      916081          207        1     -107   5.3119
  975        -      916116      917300         1185        1       66 205.3216
  976        -      917549      918841         1293        1       67 221.4535
  977        +      918963      920138         1176        1      -91 252.0708
  978        -      920154      921536         1383        1      -48 223.6057
  979        +      921632      922369          738        1       13 133.1018
  980        +      922359      923750         1392        1      -20 260.8476
  981        +      923810      924292          483        1     -106  67.6671
  982        +      924400      924864          465        1      -27  43.5648
  983        +      924851      927037         2187        1      -85 420.4891
  984        +      927113      927889          777        1      124 161.6667
  985        -      928132      928398          267        1     -107  58.8723
  986        -      928395      929249          855        1      -19 145.6863
  987        +      929337      929765          429        1       43  84.8335
  988        -      929766      929900          135        1      121  15.5734
  989        -      929923      930582          660        1       35  98.2328
  990        -      930585      931655         1071        1       91 152.5936
  991        -      931656      932663         1008        1       66 173.2110
  992        -      932831      935671         2841        1        4 494.8171
  993        -      935732      936475          744        1       42 111.2371
  994        -      936475      937872         1398        1     -100 296.9292
  995        -      937869      939140         1272        1     -110 256.9428
  996        +      939246      939908          663        1      -33 125.4085
  997        -      939916      940200          285        1      -75  60.0145
  998        -      940249      941337         1089        1       37 213.9460
  999        +      941451      941735          285        1      127  47.1405
 1000        +      941880      942062          183        1       47  11.3819
 1001        -      942067      942465          399        1     -112  50.1754
 1002        +      942607      942849          243        1        3  23.0930
 1003        -      942925      943308          384        1      -38  55.7984
 1004        +      943393      944298          906        1       23 116.8820
 1005        +      944363      945256          894        1      -35 113.9898
 1006        -      945504      946304          801        1     -117  24.2779
 1007        +      946744      947244          501        1       43   5.7812
 1008        +      947435      948871         1437        1      -33 253.2202
 1009        +      948864      949355          492        1      118  94.6163
 1010        -      949365      950672         1308        1     -103 243.1428
 1011        -      950721      951446          726        1      -97 153.7779
 1012        -      951507      952001          495        1      -48  53.6043
 1013        -      951998      952600          603        1       34 114.3886
 1014        -      952584      953282          699        1      -53  96.1603
 1015        -      953395      954063          669        1      -31 115.8667
 1016        -      954108      954308          201        1      -48  33.8877
 1017        -      954308      955921         1614        1       26 249.7382
 1018        -      955998      956759          762        1      100 124.4475
 1019        -      956824      957246          423        1       75  92.1976
 1020        -      957283      957498          216        1       74  57.2868
 1021        -      957551      958378          828        1      -80 188.7114
 1022        -      958419      958532          114        1       78  20.0284
 1023        -      958612      959523          912        1       44 232.8787
 1024        -      959584      959775          192        1       40  16.5124
 1025        +      959888      960499          612        1     -125 103.3943
 1026        +      960566      961792         1227        1       45 281.0961
 1027        +      961869      963047         1179        1       58 215.4405
 1028        +      963044      963496          453        1      -40  99.3956
 1029        -      963510      964493          984        1     -105 203.3477
 1030        +      964607      964972          366        1       -7  69.1480
 1031        -      964962      967127         2166        1      -28 383.9782
 1032        +      967262      968554         1293        1       84 280.6600
 1033        -      968548      970395         1848        1      -90 378.8867
 1034        -      970402      971280          879        1       26 122.5731
 1035        -      971287      971649          363        1     -114  65.1395
 1036        -      971651      972043          393        1       22  33.0632
 1037        -      972190      972765          576        1      -27 119.2259
 1038        +      972907      974886         1980        1       97 416.5162
 1039        +      975186      975407          222        1       68  27.8357
 1040        +      975394      975807          414        1       23  52.7141
 1041        +      976217      976558          342        1       82  59.6008
 1042        -      976573      978258         1686        1       92 275.6527
 1043        -      978572      979360          789        1      -86  49.6905
 1044        +      979506      980624         1119        1       43 183.5205
 1045        +      980621      983068         2448        1     -127 358.8084
 1046        -      983080      983514          435        1      -23  51.7273
 1047        -      984063      984806          744        1      -18 125.0697
 1048        +      984892      985230          339        1       51  75.7732
 1049        +      985284      985862          579        1      -68 116.6643
 1050        -      985870      986139          270        1       38  48.2948
 1051        +      986227      986688          462        1      101  60.1806
 1052        -      986717      987319          603        1      -59 107.6869
 1053        -      987384      988829         1446        1      -87 252.5933
 1054        -      988870      989325          456        1     -103  92.5114
 1055        +      989433      990785         1353        1      -17 228.2273
 1056        +      990861      992426         1566        1     -127 302.7489
 1057        -      992442      993242          801        1      -24 152.3605
 1058        +      993346      994113          768        1       53 160.7499
 1059        +      994110      995126         1017        1       47 186.5177
 1060        -      995143      995820          678        1       -5 119.7923
 1061        -      995952      997070         1119        1      -39 233.9984
 1062        +      997161      997730          570        1       29 110.0420
 1063        +      997723      998448          726        1       82 131.9401
 1064        -      998452      998913          462        1        9  80.1084
 1065        -      998967      999908          942        1      -10 165.1047
 1066        +     1000051     1000536          486        1      100  97.0340
 1067        -     1000544     1002412         1869        1      -71 377.7406
 1068        -     1002449     1003993         1545        1      -28 282.9300
 1069        -     1003990     1004469          480        1      -57  73.9534
 1070        -     1004514     1005926         1413        1      117 285.0254
 1071        -     1006130     1006378          249        1       56  35.8339
 1072        -     1006427     1007410          984        1       62 212.7228
 1073        -     1007459     1008040          582        1      -74 100.5087
 1074        +     1008130     1008531          402        1      -14  59.7452
 1075        +     1008603     1009601          999        1      -53 201.9377
 1076        -     1009602     1010558          957        1     -115 179.7881
 1077        -     1010614     1010841          228        1      -97  31.1982
 1078        -     1010841     1011119          279        1      -68  58.3937
 1079        -     1011159     1012268         1110        1       59 186.1355
 1080        +     1012328     1013437         1110        1       94 202.1108
 1081        +     1013434     1014630         1197        1      -82 189.6737
 1082        +     1014680     1016110         1431        1     -111 189.0048
 1083        +     1016247     1018010         1764        1      -87 341.1448
 1084        +     1018013     1019659         1647        1     -106 286.5115
 1085        -     1019714     1019878          165        1      -12   9.4055
 1086        -     1020080     1020529          450        1      119  75.8303
 1087        -     1020566     1021366          801        1      -68 163.6204
 1088        +     1021705     1022328          624        1       -3  97.6382
 1089        +     1022369     1023376         1008        1     -103 140.8721
 1090        +     1023419     1023853          435        1      -85  51.1534
 1091        +     1023905     1026307         2403        1     -106 435.2012
 1092        +     1026347     1026538          192        1       27  16.7600
 1093        +     1026535     1027053          519        1      -37  95.5872
 1094        -     1027050     1027628          579        1       62  66.9415
 1095        -     1027625     1028404          780        1       66 132.6833
 1096        -     1028406     1029218          813        1      116 135.5383
 1097        +     1029527     1029838          312        1     -112  51.0113
 1098        -     1029840     1030328          489        1      -59  95.9686
 1099        -     1030368     1030865          498        1      -41  82.0649
 1100        -     1030927     1032372         1446        1      -63 321.0750
 1101        -     1032442     1033524         1083        1       64 140.0368
 1102        -     1033585     1034028          444        1       57  87.2796
 1103        -     1034095     1034577          483        1       96  79.3598
 1104        -     1034621     1035067          447        1       78  74.1983
 1105        -     1035093     1035488          396        1      -19  51.4252
 1106        -     1035652     1036026          375        1        3  69.5821
 1107        +     1036186     1036587          402        1     -115  61.4571
 1108        +     1036871     1038673         1803        1       54 364.3261
 1109        +     1038746     1039144          399        1     -110  85.1620
 1110        -     1039192     1041240         2049        1      103 411.6294
 1111        +     1041390     1042532         1143        1      -34 198.7396
 1112        -     1042543     1044297         1755        1       82 259.8518
 1113        -     1044371     1045189          819        1      -48 162.6817
 1114        -     1045267     1046982         1716        1      -50 238.7153
 1115        +     1047096     1048343         1248        1       47 273.1495
 1116        +     1048516     1049409          894        1      -68 167.0157
 1117        -     1049444     1050148          705        1       48  95.3475
 1118        +     1050242     1051540         1299        1      112 236.9043
 1119        +     1051708     1052163          456        1       47  51.5159
 1120        +     1052194     1053105          912        1       26 178.6673
 1121        +     1053164     1053310          147        1      -26  25.9795
 1122        -     1053521     1053817          297        1     -126  57.5873
 1123        +     1053958     1054236          279        1       -3  19.3454
 1124        +     1054240     1054482          243        1       17  12.4818
 1125        -     1054479     1055627         1149        1     -105 196.8355
 1126        +     1055719     1056729         1011        1      -37 187.8928
 1127        +     1056731     1057462          732        1      -48 132.1978
 1128        +     1057593     1058585          993        1       42 213.4787
 1129        +     1058671     1058850          180        1       98  24.6251
 1130        +     1058897     1059928         1032        1       69 158.3466
 1131        -     1060195     1061142          948        1       34 183.6540
 1132        +     1061243     1061494          252        1      114  20.0652
 1133        -     1061833     1062183          351        1       54  63.2216
 1134        -     1062232     1063524         1293        1      111 268.4126
 1135        +     1063612     1064889         1278        1      -80 275.2339
 1136        -     1065028     1065234          207        1       26  48.0202
 1137        -     1065285     1066199          915        1      -29 147.9847
 1138        -     1066272     1066511          240        1       21  40.7773
 1139        +     1066603     1067952         1350        1       97 264.6029
 1140        +     1068021     1069079         1059        1      -30 213.8261
 1141        -     1069088     1069954          867        1     -108 157.2375
 1142        +     1070047     1070439          393        1      -41  60.7140
 1143        -     1070440     1071942         1503        1       82 290.5162
 1144        -     1071981     1073027         1047        1     -113 187.5332
 1145        -     1073065     1073538          474        1     -115  77.1203
 1146        +     1073669     1074157          489        1      -12  70.9540
 1147        -     1074159     1075127          969        1      -61 153.1845
 1148        -     1075238     1075606          369        1      -97  61.8642
 1149        -     1075674     1075841          168        1     -112  19.6842
 1150        -     1075886     1077961         2076        1      -40 348.1806
 1151        +     1078152     1078580          429        1      121  66.1115
 1152        -     1078614     1080638         2025        1       71 382.3528
 1153        -     1080635     1081714         1080        1      127 162.4863
 1154        +     1081815     1081997          183        1      -47   8.7629
 1155        +     1082337     1083029          693        1      -42  83.1227
 1156        +     1083081     1083350          270        1      -64  23.7596
 1157        +     1083580     1084755         1176        1      -77 168.6005
 1158        +     1084752     1085576          825        1       65 128.2336
 1159        -     1085670     1087949         2280        1      -42 462.6909
 1160        -     1087946     1088194          249        1      -52  33.5012
 1161        +     1088336     1089133          798        1       65 107.4959
 1162        +     1089498     1091060         1563        1      -53 215.4011
 1163        +     1091081     1093321         2241        1       -5 329.0145
 1164        -     1093323     1094147          825        1       15 166.8581
 1165        +     1094237     1094470          234        1       83  33.5262
 1166        -     1094474     1094992          519        1       88  82.2514
 1167        +     1095146     1095661          516        1      -33  96.1679
 1168        -     1095671     1096768         1098        1       77 213.1255
 1169        -     1096860     1097363          504        1      -97  80.1720
 1170        +     1097450     1098718         1269        1      -42 187.0808
 1171        +     1098798     1098959          162        1       35  18.3133
 1172        +     1099055     1099513          459        1       33  70.5804
 1173        +     1099567     1100214          648        1       33 109.0744
 1174        +     1100274     1100678          405        1      -23  59.2877
 1175        +     1101056     1101619          564        1      -14  90.7988
