GeneMark.hmm PROKARYOTIC (Version 3.4.4)
Date: Fri Feb 12 06:45:23 2016
Sequence file name: ../NC_000913.fna
Model file name: itr_9.rbs.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: gi|556503834|ref|NC_000913.3| Escherichia coli str. K-12 substr. MG1655, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class     RBS      RBS
  780        +      853647      854765         1119        1     -128 153.0367
  781        -      854824      855738          915        1      -59 149.7252
  782        +      855963      857555         1593        1     -110 301.2428
  783        -      857796      859061         1266        1      -64 141.2649
  784        -      859213      860028          816        1     -119 120.8969
  785        -      860174      862606         2433        1     -105 443.4541
  786        -      862612      863511          900        1       34 133.6713
  787        +      863642      864304          663        1     -114 108.5759
  788        -      864380      865129          750        1      117 114.4602
  789        -      865129      866364         1236        1       73 206.2742
  790        +      866568      867533          966        1       -8 140.9592
  791        +      867520      869391         1872        1      -78 284.2405
  792        +      869411      870949         1539        1       20 226.4363
  793        +      870967      871887          921        1       34 123.4541
  794        +      871890      872801          912        1      -52 118.2106
  795        +      873030      875327         2298        1       55 199.0784
  796        +      875386      876663         1278        1      110 117.0483
  797        -      876710      878035         1326        1      -38 220.0207
  798        +      878248      878631          384        1     -105  19.7412
  799        +      878766      879857         1092        1      -97 122.6440
  800        -      879854      880480          627        1      109  87.8100
  801        +      880706      881929         1224        1       48 191.4826
  802        -      881976      882734          759        1       56  94.8826
  803        -      882792      883403          612        1      -44  68.3128
  804        +      883673      884905         1233        1      -47 161.2313
  805        -      884946      885224          279        1      -15  24.8339
  806        -      885316      886131          816        1      126 102.6015
  807        -      886131      887339         1209        1       55 168.2046
  808        +      887423      887959          537        1      114  46.3945
  809        -      888134      889540         1407        1      -47 210.6771
  810        +      890089      890466          378        1      -34  16.9994
  811        -      890496      890753          258        1     -112  32.0724
  812        +      890913      891200          288        1       20  23.8389
  813        +      891184      891906          723        1       32 102.1677
  814        +      891982      892869          888        1       66 116.3389
  815        +      892957      893433          477        1        9  57.5209
  816        +      893784      894896         1113        1       79 139.6671
  817        +      894991      896124         1134        1        5 173.3293
  818        +      896134      897087          954        1      121 130.0202
  819        +      897084      897929          846        1       39 116.1667
  820        +      898004      898477          474        1      -50  62.6363
  821        +      898518      899645         1128        1      -55 160.5199
  822        -      899844      900575          732        1      -16  90.5266
  823        -      900866      901534          669        1      -84 111.3729
  824        -      901534      902250          717        1      119  89.2795
  825        -      902257      902988          732        1       97 110.7157
  826        -      903006      903806          801        1     -117 121.0052
  827        -      903952      904467          516        1       33  35.8393
  828        +      904593      904916          324        1     -125  52.9852
  829        +      904913      905743          831        1      -58 132.3211
  830        -      905740      906789         1050        1       51 143.9321
  831        -      906852      908282         1431        1        8 193.5007
  832        -      908293      909294         1002        1       -5 163.2050
  833        -      909331      911049         1719        1      -42 272.1769
  834        -      911182      912144          963        1       37 144.0351
  835        -      912162      913814         1653        1      -93 285.6087
  836        -      913958      914857          900        1      -71 104.5084
  837        -      915352      916047          696        1       93 103.6531
  838        +      916473      918131         1659        1      -15 212.2326
  839        -      918128      919120          993        1       92 109.3377
  840        +      919235      920350         1116        1      -68 189.3574
  841        +      920347      922293         1947        1        9 295.6075
  842        -      922366      922590          225        1      -19  13.8795
  843        +      922913      923233          321        1       17   9.1437
  844        +      923264      925540         2277        1      107 363.2984
  845        -      926225      926443          219        1      -10  18.1951
  846        -      926728      927432          705        1      -40  50.9609
  847        -      927474      929195         1722        1      -73 244.3478
  848        -      929196      930962         1767        1      -99 238.5746
  849        -      931085      932050          966        1      -33 140.7790
  850        +      932595      933089          495        1      -27  39.4076
  851        +      933260      937213         3954        1      127 612.6836
  852        +      937369      937983          615        1     -113  93.8846
  853        +      938051      939337         1287        1       55 183.2968
  854        +      939428      940720         1293        1     -109 205.9851
  855        +      940959      943403         2445        1     -111 343.3191
  856        +      943414      944031          618        1       33  67.9155
  857        +      944033      944896          864        1     -109 117.6124
  858        -      944931      945557          627        1      -93  62.7612
  859        +      945871      947019         1149        1      -56 124.5206
  860        +      947229      948659         1431        1       16 165.7174
  861        -      948660      949568          909        1       84  48.3596
  862        +      949668      950258          591        1     -111  29.4779
  863        -      950340      951080          741        1       51  93.0720
  864        -      951272      953554         2283        1      -27 320.9095
  865        -      953609      954424          816        1       72  73.1251
  866        -      954872      956665         1794        1        6 288.0286
  867        +      956762      957454          693        1       76  66.7090
  868        +      957653      958741         1089        1      -53 150.2045
  869        +      958812      960095         1284        1       79 181.5942
  870        +      960264      961028          765        1      -12  84.0236
  871        +      961201      961884          684        1      -93  90.9175
  872        +      961995      963668         1674        1      -65 245.1463
  873        +      963828      964112          285        1      -31  27.2347
  874        +      964320      966584         2265        1      -49 149.9076
  875        +      966621      968369         1749        1      -53 261.1710
  876        +      968366      969352          987        1      -99 130.9301
  877        +      969389      970621         1233        1      -98 141.6918
  878        +      970673      970855          183        1      -89  12.0498
  879        +      970852      971598          747        1       89 100.6905
  880        +      971752      972645          894        1      -39  88.8855
  881        -      972622      973401          780        1      106  83.5195
  882        +      973525      974322          798        1      -62  99.4420
  883        +      974319      975641         1323        1      -29 228.1816
  884        +      975622      976326          705        1       -8 112.8392
  885        +      976326      980786         4461        1      -71 905.7712
  886        +      981047      982894         1848        1       36 208.6756
  887        +      983066      983623          558        1        7  34.5332
  888        +      983650      984297          648        1       84  80.7791
  889        -      984519      985709         1191        1      125 182.6984
  890        -      985894      986982         1089        1      118 142.3891
  891        -      987585      988985         1401        1       68 223.6773
  892        -      989154      990356         1203        1      -89 160.9230
  893        +      990622      993234         2613        1     -110 461.3660
  894        -      993277      994044          768        1       11 110.1148
  895        -      994041      994832          792        1       30 128.0713
  896        -      994843      995988         1146        1      -94 171.5244
  897        -      995985      996944          960        1       89 145.9924
  898        -      996937      997512          576        1     -107  61.3859
  899        +      997868      998407          540        1      -26  31.9498
  900        +      998517      999191          675        1      106  34.0371
  901        +      999216     1001816         2601        1       35 240.1018
  902        +     1001870     1002877         1008        1      121  40.8578
  903        +     1002889     1003431          543        1      122  33.2125
  904        +     1003442     1003954          513        1      -91  36.3167
  905        +     1003977     1004657          681        1      -68  53.9981
  906        +     1004768     1005778         1011        1      -40 118.4153
  907        +     1005952     1006494          543        1      119  58.3965
  908        -     1006491     1007600         1110        1       -2 123.1545
  909        +     1007844     1009952         2109        1      -41 340.1631
  910        +     1009964     1011871         1908        1       31 346.2978
  911        +     1012001     1013254         1254        1       20  93.3396
  912        +     1013259     1014899         1641        1       -7 230.2330
  913        +     1014911     1015459          549        1      115  60.0819
  914        -     1015952     1016470          519        1      -88  85.8987
  915        -     1016539     1018299         1761        1      -57 240.2612
  916        +     1018485     1018937          453        1      106  49.6702
  917        -     1019013     1020053         1041        1      -90 124.1056
  918        -     1020410     1020919          510        1        8  29.3899
  919        +     1021138     1021767          630        1      -58  44.7660
  920        -     1021730     1023892         2163        1      -95 283.8103
  921        -     1023902     1024336          435        1       95  57.5929
  922        +     1024471     1026525         2055        1      -48 304.6003
  923        -     1026557     1027024          468        1      -33  54.1363
  924        -     1027111     1027773          663        1      -55  82.6284
  925        +     1027946     1028359          414        1       86  62.7545
  926        -     1028404     1028721          318        1      124  34.1238
  927        -     1028779     1029969         1191        1       93 175.6667
  928        +     1030064     1030342          279        1      -95  22.1173
  929        -     1030339     1030668          330        1       29  42.5056
  930        -     1030759     1031418          660        1        8  92.1846
  931        +     1032139     1033257         1119        1      -65 133.3924
  932        +     1033254     1035047         1794        1       22 277.1415
  933        +     1035066     1035773          708        1       44  92.3741
  934        +     1035770     1036357          588        1      -18  90.6083
  935        +     1036354     1036752          399        1       53  63.4737
  936        +     1036749     1037606          858        1      -63 108.9889
  937        +     1037740     1039284         1545        1      -95 220.9624
  938        +     1039296     1040432         1137        1      -78 168.0832
  939        +     1040617     1041915         1299        1      -42 138.7419
  940        -     1042030     1044195         2166        1      -22 335.5287
  941        -     1044230     1044676          447        1      -48  42.1046
  942        -     1044664     1045659          996        1      -85 124.7069
  943        -     1045849     1047813         1965        1       17 265.9676
  944        -     1047945     1048691          747        1      127  62.2724
  945        -     1048688     1049332          645        1        0  39.1911
  946        -     1049439     1049744          306        1      -99  16.9775
  947        -     1049866     1050081          216        1      -18   9.6695
  948        +     1050027     1050530          504        1      -97  10.3296
  949        -     1050963     1051163          201        1       47   4.0434
  950        +     1051473     1051673          201        1       64  15.1167
  951        +     1052067     1052240          174        1     -105   7.8584
  952        -     1052289     1053362         1074        1      -59 108.5079
  953        -     1053434     1056133         2700        1     -107 431.0497
  954        +     1056297     1057289          993        1       22 132.1541
  955        -     1057262     1057954          693        1      -82  98.8883
  956        +     1058084     1059256         1173        1       25 152.2934
  957        +     1059256     1061802         2547        1      -91 420.8539
  958        +     1061799     1062398          600        1      -95  79.3130
  959        -     1062550     1062855          306        1      -36  42.8012
  960        -     1062855     1063748          894        1       88 143.4586
  961        +     1064036     1065292         1257        1       88  50.2477
  962        +     1065585     1066826         1242        1       99 187.1717
  963        -     1066864     1067091          228        1       95  19.8044
  964        -     1067112     1067708          597        1      -56  71.4996
  965        +     1068081     1068254          174        1       33   2.8525
  966        -     1068511     1069839         1329        1       30 207.9238
  967        -     1069860     1070354          495        1       32  47.7994
  968        -     1070365     1070955          591        1      120  66.8406
  969        -     1070965     1071765          801        1      -96 116.2666
  970        -     1071773     1072159          387        1       46  58.0359
  971        -     1072171     1072863          693        1      -20 101.6434
  972        -     1072863     1074044         1182        1     -114 151.3020
  973        +     1074242     1074880          639        1       51  79.5341
  974        -     1074920     1078882         3963        1      106 731.2434
  975        +     1078940     1079146          207        1     -112   0.8893
  976        +     1079305     1080813         1509        1      -12 256.9627
  977        -     1081018     1081320          303        1      -12   1.2108
  978        +     1081454     1082185          732        1       89  96.9892
  979        +     1082243     1083370         1128        1      113 225.4375
  980        +     1083376     1084647         1272        1      -24 189.4226
  981        +     1084992     1086056         1065        1       49  74.0947
  982        -     1086106     1086519          414        1       66  15.9288
  983        -     1086521     1087726         1206        1       -5 104.2686
  984        -     1087839     1089857         2019        1       77 142.5637
  985        -     1089866     1092244         2379        1      -98 199.6554
  986        +     1092804     1094234         1431        1      -71  54.0978
  987        -     1094275     1095141          867        1      -15  44.8991
  988        -     1095138     1095437          300        1       27  29.3619
  989        +     1095544     1095846          303        1      103  10.6783
  990        +     1095843     1096829          987        1     -106  28.6606
  991        +     1097886     1098824          939        1     -108  91.8448
  992        +     1098879     1099616          738        1      118  73.2923
  993        +     1099640     1100194          555        1      109  65.0836
  994        +     1100287     1100787          501        1      -23  57.2089
  995        -     1100851     1101684          834        1     -125  88.9744
  996        -     1101711     1102064          354        1        2  22.6086
  997        -     1102152     1102541          390        1      -43  13.0481
  998        -     1102546     1103196          651        1      110  30.8859
  999        +     1103951     1104406          456        1       67  28.0537
 1000        +     1104447     1104902          456        1       50  47.9325
 1001        +     1104961     1105293          333        1       56   9.1281
 1002        +     1105441     1105725          285        1       22  13.7277
 1003        +     1105820     1106353          534        1     -113  47.0643
 1004        +     1106346     1107776         1431        1      -93 123.7124
 1005        -     1107784     1108704          921        1      -19  61.1470
 1006        +     1109317     1110870         1554        1       53 196.6372
 1007        +     1110923     1113406         2484        1     -127 363.4377
 1008        +     1113579     1113806          228        1      -33  11.7033
 1009        -     1113807     1114181          375        1       85  33.2869
 1010        -     1114264     1115490         1227        1      106 104.0555
 1011        -     1115662     1116582          921        1      -76 121.8897
 1012        +     1116807     1117859         1053        1      122 108.2547
 1013        -     1117901     1118476          576        1       18  70.3020
 1014        -     1118480     1119046          567        1       92  28.4421
 1015        -     1119468     1120586         1119        1       85 132.9649
 1016        -     1120701     1120955          255        1      -56   8.4270
 1017        -     1121242     1121487          246        1      -37  22.9396
 1018        -     1121561     1122520          960        1      -29 122.6700
 1019        -     1122713     1123273          561        1      -44  79.9435
 1020        -     1123407     1124054          648        1      -26  88.1014
 1021        -     1124118     1125326         1209        1      -42 163.9846
 1022        +     1125562     1126146          585        1      -88  60.8121
 1023        +     1126157     1126804          648        1       -1  96.4384
 1024        +     1126773     1127729          957        1      106 135.9738
 1025        +     1127839     1129374         1536        1     -109 220.4733
 1026        -     1129414     1129830          417        1      114  41.8830
 1027        -     1129835     1130128          294        1      -98  32.1687
 1028        -     1130204     1130863          660        1     -126  50.5305
 1029        +     1131018     1131434          417        1        2  66.5159
 1030        +     1131438     1131842          405        1      -93  42.3627
 1031        +     1131854     1132549          696        1       64 101.5636
 1032        +     1132574     1133782         1209        1       18 186.8790
 1033        +     1133802     1134557          756        1      -38 105.2668
 1034        +     1134729     1135511          783        1      115 131.0068
 1035        +     1135564     1136262          699        1      -64 104.6546
 1036        +     1136274     1137371         1098        1     -121 153.1951
 1037        +     1137341     1138312          972        1      -78 132.5204
 1038        +     1138378     1140021         1644        1      -67 259.8309
 1039        +     1140033     1140986          954        1       50 123.1304
 1040        -     1141182     1144358         3177        1       45 542.2784
 1041        +     1144940     1145899          960        1       96 124.9392
 1042        -     1146011     1146634          624        1       32  74.1918
 1043        +     1146794     1147315          522        1     -107  51.0889
 1044        +     1147367     1147540          174        1      -34   7.5938
 1045        +     1147675     1148691         1017        1        7  85.6566
 1046        +     1148759     1149712          954        1       68 127.9768
 1047        +     1149728     1150657          930        1       18 152.3346
 1048        +     1150670     1151404          735        1      -62  98.3594
 1049        +     1151615     1151851          237        1      114  28.8122
 1050        +     1151939     1153180         1242        1      -73 158.1042
 1051        +     1153300     1154109          810        1        7  79.5751
 1052        +     1154136     1155134          999        1       68 149.2369
 1053        +     1155124     1155765          642        1       40  99.9542
 1054        +     1155762     1156766         1005        1      -93 113.0745
 1055        +     1156717     1157574          858        1       98  92.9518
 1056        +     1157869     1159302         1434        1      -36 217.7665
 1057        -     1159362     1161551         2190        1       91 277.9789
 1058        +     1161885     1162244          360        1     -113  47.4431
 1059        +     1162247     1162624          378        1       -8  28.2231
 1060        +     1162638     1163279          642        1      125  87.3727
 1061        +     1163260     1164084          825        1      -10  73.6998
 1062        +     1164095     1165120         1026        1       49 151.5189
 1063        +     1165143     1165685          543        1       76  53.6715
 1064        +     1166085     1167389         1305        1       -9 214.1401
 1065        +     1167599     1168138          540        1      -36  62.6875
 1066        -     1168200     1168832          633        1      -48  54.4493
 1067        +     1169073     1169330          258        1      -93  17.5650
 1068        -     1169412     1170371          960        1      -45 137.4940
 1069        -     1170518     1174012         3495        1        3 624.8143
 1070        -     1174092     1175165         1074        1     -112 132.9418
 1071        +     1175427     1176626         1200        1      119 171.7319
 1072        +     1176619     1177320          702        1       28 118.4712
 1073        +     1177320     1178564         1245        1      -38 183.4149
 1074        +     1178593     1179504          912        1      -47 130.2910
 1075        +     1179520     1180359          840        1      117  97.4715
 1076        -     1180479     1181267          789        1      101  41.1788
 1077        -     1181264     1181734          471        1       51  20.4101
 1078        -     1181783     1182829         1047        1      122 168.1247
 1079        -     1182826     1183620          795        1     -105 124.3064
 1080        -     1183617     1184474          858        1      -20 135.3239
 1081        -     1184458     1185576         1119        1       46 159.6093
 1082        +     1185844     1187070         1227        1       33 203.4400
 1083        -     1187119     1188240         1122        1     -100 164.0076
 1084        -     1188316     1189776         1461        1     -101 185.7320
 1085        -     1189776     1190447          672        1       56  85.3078
 1086        -     1190616     1191986         1371        1       62 246.5662
 1087        -     1191990     1192631          642        1      -53  91.1080
 1088        -     1192667     1193818         1152        1      100 173.3711
 1089        -     1193827     1194288          462        1       61  60.5274
 1090        -     1194298     1194921          624        1      -79  68.3951
 1091        +     1195123     1196373         1251        1      106 206.8179
 1092        -     1196867     1197532          666        1      -19   9.9975
 1093        -     1197533     1198228          696        1      -96  11.5576
 1094        +     1198695     1199588          894        1       87  34.0713
 1095        -     1199679     1200806         1128        1      -83  54.8927
 1096        -     1200787     1201032          246        1     -105   1.4587
 1097        +     1201497     1201838          342        1       77   1.9298
 1098        -     1202259     1202933          675        1        8  29.0768
 1099        +     1203024     1203224          201        1       66   4.6186
 1100        +     1203256     1203825          570        1       42  42.0875
 1101        +     1204170     1205537         1368        1      -66 184.6196
 1102        +     1205549     1205731          183        1       34  16.8442
 1103        +     1205773     1206204          432        1       -3  39.6670
 1104        +     1206092     1206922          831        1       63  95.1921
 1105        +     1206913     1207497          585        1      115  57.7016
 1106        +     1207501     1208130          630        1      -70  29.9466
 1107        +     1208171     1208545          375        1       87  27.0740
 1108        -     1208517     1209119          603        1       45  42.5746
 1109        -     1209119     1209655          537        1       69  26.9632
 1110        +     1209649     1210239          591        1       35  28.0225
 1111        +     1210346     1211179          834        1      -36  20.4579
 1112        +     1211413     1211577          165        1       14   6.2947
 1113        -     1212703     1213080          378        1      -98   8.5262
 1114        -     1213328     1214059          732        1      119  51.4843
 1115        -     1214264     1215475         1212        1       -4  70.7903
 1116        +     1215789     1216025          237        1       33   1.8937
 1117        +     1216369     1216635          267        1      102   5.6773
 1118        +     1217328     1218851         1524        1       41  73.2083
 1119        +     1218983     1219201          219        1      -97   2.1971
 1120        +     1219601     1221121         1521        1        0  98.9662
 1121        +     1221329     1222222          894        1      -64  91.7270
 1122        -     1222305     1222634          330        1       -9  48.1357
 1123        -     1222644     1222988          345        1       95  40.1375
 1124        +     1223695     1223907          213        1        4   4.1328
 1125        -     1224279     1224545          267        1      104  33.0046
 1126        -     1224549     1225361          813        1      -99 108.3688
 1127        -     1225385     1226080          696        1      107  57.4949
 1128        +     1226600     1226968          369        1       94  17.5941
 1129        -     1227071     1227472          402        1      -35  15.0878
 1130        +     1227714     1228007          294        1      -76  23.1835
 1131        +     1228079     1228738          660        1       28  83.3837
 1132        +     1228815     1229276          462        1       -5  47.8796
 1133        -     1229483     1230538         1056        1      -38  74.6519
 1134        +     1230767     1231186          420        1     -101  43.2972
 1135        +     1231234     1232454         1221        1      124 119.0836
 1136        -     1232500     1233030          531        1     -113  73.7276
 1137        -     1233176     1234717         1542        1       44 230.2668
 1138        +     1234938     1235657          720        1      -17  99.0917
 1139        -     1235709     1237202         1494        1      -29 214.4027
 1140        +     1237598     1238869         1272        1       86 216.3678
 1141        +     1238879     1239949         1071        1       82 154.1201
 1142        +     1240073     1240201          129        1        3   0.7059
 1143        -     1240335     1242071         1737        1      -30 245.5208
 1144        -     1242166     1243080          915        1      -44 123.5606
 1145        +     1243180     1243791          612        1       29  66.7066
 1146        -     1243793     1244527          735        1      126  88.5611
 1147        +     1244728     1244982          255        1       39  21.9554
 1148        +     1245160     1245600          441        1      -46  25.6363
 1149        -     1245679     1247376         1698        1      -96 245.9172
 1150        -     1247696     1249114         1419        1      104 177.2113
 1151        -     1249125     1249757          633        1      -21  88.2203
 1152        -     1249768     1250838         1071        1       28 131.6897
 1153        +     1251066     1252985         1920        1      -22 191.9159
 1154        -     1253085     1255850         2766        1      -67 201.3990
 1155        -     1256721     1257812         1092        1      101 175.7115
 1156        -     1257929     1258513          585        1       25  60.2230
 1157        +     1258791     1259069          279        1       19  24.0528
 1158        -     1259124     1260803         1680        1       14 242.1227
 1159        -     1260928     1261941         1014        1      126 129.7121
 1160        -     1262026     1262877          852        1       35  83.7544
 1161        -     1262877     1263500          624        1      -98  83.0448
 1162        +     1263645     1264970         1326        1        8 207.3843
 1163        +     1265012     1266094         1083        1      107 188.0522
 1164        +     1266094     1266927          834        1      -88 113.4287
 1165        +     1266924     1267316          393        1      -26  32.8377
 1166        +     1267320     1268129          810        1      113  96.2882
 1167        +     1268165     1269019          855        1      -72 131.8350
 1168        -     1269168     1269299          132        1       57  10.4815
 1169        -     1269703     1269834          132        1       80  12.4126
 1170        -     1270238     1270369          132        1      103  10.4815
 1171        -     1270749     1271849         1101        1       57 142.5407
 1172        +     1272119     1272349          231        1       41  21.1072
 1173        +     1272507     1273202          696        1      -79  76.8195
 1174        -     1273246     1273599          354        1        5  38.8818
 1175        +     1273826     1275178         1353        1      -41 129.2960
 1176        -     1275179     1275829          651        1      -62 105.4592
 1177        -     1275822     1277618         1797        1      -67 244.4314
 1178        +     1277957     1279348         1392        1       -6 187.3926
 1179        +     1279864     1283607         3744        1      112 651.9297
 1180        +     1283604     1285142         1539        1        9 255.3941
 1181        +     1285139     1285849          711        1        2 127.9060
 1182        +     1285849     1286526          678        1      -54 114.7796
 1183        -     1287782     1288624          843        1      -64 107.0048
 1184        -     1288674     1289132          459        1      -72  14.5876
 1185        +     1289245     1290150          906        1        8  78.8366
 1186        +     1290242     1291255         1014        1      -11  93.6223
 1187        +     1291457     1292365          909        1      -76 110.0243
 1188        -     1292509     1292922          414        1     -114  40.3625
 1189        +     1293527     1294144          618        1      -58  25.6049
 1190        -     1294426     1295016          591        1      -68  15.4807
 1191        -     1295137     1295322          186        1      -21   1.1446
 1192        -     1295446     1298121         2676        1      -46 373.2597
 1193        +     1298598     1299245          648        1      -96  62.2653
 1194        +     1299567     1300547          981        1       93  95.6238
 1195        +     1301182     1302813         1632        1      -72 205.4424
 1196        +     1302899     1303819          921        1      102  88.1640
 1197        +     1303837     1304742          906        1       10 122.3776
 1198        +     1304754     1305767         1014        1      -93 137.2858
 1199        +     1305764     1306768         1005        1     -113 117.1158
 1200        -     1306821     1307150          330        1       30  47.3569
 1201        -     1307185     1308645         1461        1      -10 163.6437
 1202        -     1309016     1310149         1134        1      -44  76.6288
 1203        -     1310569     1310862          294        1      -96  20.2689
 1204        +     1311080     1311808          729        1       95  92.4931
 1205        -     1311848     1312246          399        1        6  35.0033
 1206        -     1312351     1312890          540        1     -124  57.6056
 1207        -     1312920     1313663          744        1     -117  72.0110
 1208        +     1314020     1314658          639        1      -45  71.3564
 1209        -     1314718     1315224          507        1      -90  39.6417
 1210        -     1315270     1315764          495        1      -63  54.7765
 1211        -     1315856     1316035          180        1      -53  11.2792
 1212        -     1316416     1317222          807        1      123 110.0487
 1213        -     1317222     1318415         1194        1       25 202.1442
 1214        -     1318427     1319785         1359        1      111 187.1518
 1215        -     1319789     1321384         1596        1      -77 278.3455
 1216        -     1321384     1322946         1563        1      -50 216.3320
 1217        +     1323220     1324101          882        1      -60  76.1568
 1218        +     1324098     1324718          621        1       55  87.2573
 1219        +     1324746     1326641         1896        1      -66 130.9156
 1220        +     1326852     1327727          876        1       -9 135.2046
 1221        -     1327767     1328357          591        1       -9  77.6405
 1222        -     1328354     1329112          759        1      -27  96.9853
 1223        +     1329341     1330381         1041        1      -73 153.0250
 1224        -     1330417     1330668          252        1       -6  26.0730
 1225        +     1331042     1333645         2604        1       85 393.6069
 1226        +     1333855     1334829          975        1       78 114.8555
 1227        +     1335160     1335288          129        1      108   3.7026
 1228        +     1335291     1335458          168        1      -23   1.0362
 1229        +     1335831     1338506         2676        1       10 376.8941
 1230        -     1338570     1339160          591        1       35  78.2873
 1231        +     1339330     1340094          765        1      -75  53.9626
 1232        +     1340243     1340551          309        1       68  28.8740
 1233        +     1340558     1341727         1170        1      126 149.7902
 1234        +     1341861     1342658          798        1     -109 101.8961
 1235        +     1342658     1342984          327        1      -72  30.0910
 1236        -     1343110     1343328          219        1      107   9.1391
 1237        -     1343597     1344316          720        1       75  74.5881
 1238        -     1344436     1344609          174        1      112  11.4402
 1239        -     1344757     1346742         1986        1      -64 144.5424
 1240        -     1346978     1348912         1935        1       61 323.9410
 1241        -     1348980     1350107         1128        1      -25  74.7315
 1242        -     1350251     1351039          789        1     -114 129.7812
 1243        -     1351407     1351760          354        1       99   6.2086
 1244        -     1351828     1352634          807        1      -59 122.7545
 1245        -     1352636     1353628          993        1      -81 127.7691
 1246        -     1353628     1354518          891        1       34 127.8738
 1247        -     1354505     1355470          966        1      -34 144.6435
 1248        -     1355467     1357110         1644        1       70 232.5179
 1249        -     1357423     1357668          246        1      112  25.8462
 1250        -     1357802     1359187         1386        1       97 226.1779
 1251        -     1359490     1360908         1419        1       27 198.2679
 1252        +     1361132     1361884          753        1      -28  65.2065
 1253        +     1361911     1362468          558        1      -20  56.5446
 1254        +     1362743     1364230         1488        1       40 266.6497
 1255        +     1364232     1365512         1281        1      -11 223.9990
 1256        +     1365550     1366815         1266        1       32 219.3231
 1257        -     1366935     1367912          978        1      122 132.7287
 1258        +     1368079     1368747          669        1        1 113.5850
 1259        +     1368801     1369025          225        1      -44  32.3235
 1260        +     1369025     1369384          360        1      -76  54.3228
 1261        +     1369393     1369614          222        1       37  13.2737
 1262        +     1369689     1370003          315        1       76  35.0462
 1263        +     1370216     1371895         1680        1       94 148.2337
 1264        +     1371909     1373201         1293        1       -9 210.0108
 1265        +     1373222     1374103          882        1       26 137.3608
 1266        +     1374090     1374932          843        1      121 134.9345
 1267        +     1374963     1376015         1053        1      -26 183.3172
 1268        +     1376025     1376822          798        1       18 133.3262
 1269        +     1376844     1377887         1044        1       66 145.4879
 1270        +     1377884     1380151         2268        1       73 304.2512
 1271        +     1380148     1380807          660        1       34  92.0588
 1272        +     1380821     1381789          969        1      -56 138.8856
 1273        +     1381947     1382852          906        1       47 122.1915
 1274        -     1382963     1383898          936        1      -19 120.6456
 1275        +     1384117     1385514         1398        1      -95 211.6641
 1276        +     1385511     1386572         1062        1       26 163.4049
 1277        +     1386720     1388261         1542        1      -43 225.4675
 1278        -     1388305     1388811          507        1       22  77.4954
 1279        +     1388930     1389895          966        1      118 125.2159
 1280        -     1389870     1390598          729        1       17  62.8472
 1281        -     1390680     1390862          183        1       33   2.6136
 1282        -     1390933     1391850          918        1       -7 102.0564
 1283        +     1391991     1392890          900        1      109  43.0758
 1284        +     1393227     1394840         1614        1       62 202.8870
 1285        -     1394891     1395922         1032        1      -40 112.9435
 1286        +     1396112     1397092          981        1      126  95.6238
 1287        +     1397365     1397622          258        1      104  19.3811
 1288        -     1397672     1398616          945        1      109 139.5098
 1289        -     1398774     1399559          786        1       21 109.3454
 1290        -     1399721     1400236          516        1      -70  46.6664
 1291        -     1400247     1401773         1527        1      -74 162.6940
 1292        -     1401810     1403255         1446        1     -120 180.0435
 1293        -     1403255     1404580         1326        1      -85 150.6158
 1294        +     1404741     1405649          909        1       48  83.4218
 1295        +     1405979     1406542          564        1       14  78.9674
 1296        -     1406563     1407795         1233        1       65 116.9108
 1297        +     1408050     1409033          984        1       36  98.0581
 1298        +     1409538     1410884         1347        1       -6 165.1718
 1299        -     1411013     1411948          936        1      114 131.6423
 1300        -     1412000     1413235         1236        1     -127  49.8078
 1301        -     1413237     1413452          216        1       89   1.4695
 1302        -     1413984     1414793          810        1     -104  61.0448
 1303        -     1414786     1417386         2601        1      -70 228.3283
 1304        -     1417488     1417811          324        1       95  20.3498
 1305        -     1417838     1418008          171        1       43   0.4605
 1306        -     1418008     1418229          222        1        4   2.6670
 1307        +     1418563     1419159          597        1       49  10.4552
 1308        -     1419765     1420241          477        1      -28  18.9247
 1309        +     1420365     1420661          297        1       63   3.8855
 1310        +     1420684     1421106          423        1     -126  29.9428
 1311        +     1421119     1421976          858        1       52  36.1943
 1312        +     1421983     1422729          747        1     -113  72.4488
 1313        +     1422752     1423312          561        1     -106  47.9274
 1314        +     1423339     1423644          306        1      -41  12.4534
 1315        +     1423782     1425239         1458        1     -106  49.2089
 1316        +     1425464     1425640          177        1       48  17.8095
 1317        +     1425621     1425980          360        1      -50  25.4927
 1318        +     1426055     1426288          234        1      123   6.1922
 1319        +     1426454     1427482         1029        1       15  84.9846
 1320        -     1427746     1428726          981        1        2  98.5713
 1321        +     1428814     1428984          171        1       66  13.9258
 1322        +     1429049     1432411         3363        1       46 244.0926
 1323        +     1432411     1432986          576        1       77  50.8289
 1324        -     1433084     1433674          591        1       86  18.3618
 1325        -     1433991     1434224          234        1      127   9.2131
 1326        -     1435185     1435619          435        1      -14  43.7515
 1327        -     1435760     1436893         1134        1      -20 138.4274
 1328        -     1437260     1440784         3525        1       29 512.0342
 1329        +     1441058     1441324          267        1       20  12.0233
 1330        -     1441321     1441743          423        1      -37  67.2697
